"name","left geod","right geod","ortho"
"v1486(,)",0.5722+2.03835j,0.57704-1.81677j,1.11059+2.21847j
"v1487(,)",0.55892-1.8055j,0.57623+2.06772j,1.11924+2.18987j
"v1493(,)",0.69462-2.0527j,0.69462-2.0527j,1.7609-2.07695j
"v1493(,)",0.61901-2.48752j,0.69462-2.0527j,1.33107-2.70878j
"v1493(,)",0.61901-2.48752j,0.61901-2.48752j,1.98824+3.11126j
"v1494(,)",0.57417-1.81907j,0.57417-1.81907j,1.9399-2.18957j
"v1494(,)",0.55899+2.07152j,0.57417-1.81907j,1.11722+2.19735j
"v1495(,)",0.58905+1.78356j,0.58905+1.78356j,1.89207+2.21582j
"v1495(,)",0.5613-2.03937j,0.58905+1.78356j,1.10619+0.95184j
"v1496(,)",0.56615+1.81504j,0.56663-2.07194j,1.11901+0.94715j
"v1497(,)",0.60753-2.49862j,0.60753-2.49862j,1.99106+3.12227j
"v1497(,)",0.60753-2.49862j,0.69949-2.06329j,1.34264+0.42818j
"v1497(,)",0.69949-2.06329j,0.69949-2.06329j,1.76915-2.05611j
"v1499(,)",0.4509-1.59278j,0.64576-2.06248j,1.21105+0.45204j
"v1501(,)",0.50625+2.01039j,0.55558+2.03679j,1.50047-1.18435j
"v1503(,)",0.54927+2.04883j,0.59753-1.80024j,1.10677+2.19577j
"v1504(,)",0.69682+2.05893j,0.69682+2.05893j,1.76673+2.06558j
"v1504(,)",0.61196+2.49324j,0.69682+2.05893j,1.33736+2.71196j
"v1504(,)",0.61196+2.49324j,0.61196+2.49324j,1.99046-3.11746j
"v1506(,)",0.52982-1.99593j,0.53036-2.05014j,1.50629+1.10115j
"v1509(,)",0.55587+2.27469j,0.67314+1.82735j,1.0842-2.49273j
"v1510(,)",0.50954+2.24448j,0.67043+1.82055j,1.11101-2.455j
"v1511(,)",0.46643+2.43478j,0.50226+2.03909j,1.26122-1.17069j
"v1519(,)",0.69681-2.05163j,0.69681-2.05163j,1.75647-2.07524j
"v1519(,)",0.05467+2.41401j,0.69681-2.05163j,2.22501+1.47098j
"v1519(,)",0.05467+2.41401j,0.62144-2.48988j,2.26614-0.83082j
"v1519(,)",0.62144-2.48988j,0.69681-2.05163j,1.33196+0.43526j
"v1519(,)",0.62144-2.48988j,0.62144-2.48988j,1.98582+3.11187j
"v1522(,)",0.56162-1.80265j,0.57532+2.06437j,1.11778-0.952j
"v1522(,)",0.56162-1.80265j,0.56162-1.80265j,1.94-2.22038j
"v1522(,)",0.57532+2.06437j,0.57532+2.06437j,1.9807-1.39546j
"v1523(,)",0.53218-2.23272j,0.64269-1.83125j,1.11355-0.68218j
"v1526(,)",0.5033-2.25679j,0.614-1.80193j,1.16083+2.44511j
"v1529(,)",0.50584-2.01743j,0.55629-2.02925j,1.49384+1.1734j
"v1530(,)",0.61327+2.49637j,0.69929+2.05877j,1.33918+2.71002j
"v1530(,)",0.61327+2.49637j,0.61327+2.49637j,1.98852-3.11885j
"v1530(,)",0.69929+2.05877j,0.69929+2.05877j,1.76323+2.06236j
"v1531(,)",0.56967+1.81352j,0.56967+1.81352j,1.94045+2.20011j
"v1531(,)",0.56464-2.06931j,0.56464-2.06931j,1.99126+1.38831j
"v1531(,)",0.56464-2.06931j,0.56967+1.81352j,1.11757-2.19468j
"v1532(,)",0.52444+2.04718j,0.53604+1.99847j,1.49922-1.11054j
"v1535(,)",0.53063-2.28007j,0.64679-1.77895j,1.118+2.45361j
"v1536(,)",0.50886-2.25106j,0.67183-1.81262j,1.11185+2.45386j
"v1537(,)",0.55156+2.26931j,0.62488+1.79081j,1.1186+0.68532j
"v1544(,)",0.47484-1.89989j,0.50282-1.85873j,1.24704+1.71538j
"v1546(,)",0.5376+2.23557j,0.63718+1.82733j,1.11465+0.68225j
"v1549(,)",0.55519+2.26781j,0.67299+1.8194j,1.08262+0.65946j
"v1551(,)",0.50779+2.02334j,0.55429+2.02287j,1.49201-1.16226j
"v1556(,)",0.4843-1.86967j,0.49087-1.91691j,1.24605+1.73966j
