"name","volume","margulis constant","left geod","right geod","ortho length"
"m356(3,2)",4.135190040382406763615260079,1.0972580955322842,(1.037592114585223+1.597645282006705j),(1.078931245415947+1.71943660704481j),(0.331801152462025+0.997045757349548j)
"m346(-1,4)",4.135246721393923805186559635,1.0866428249482183,(0.731818646943288+2.43645892637917j),(0.895746241124965-2.913834836175979j),(0.713798758180732-1.506702412500572j)
"m356(-1,4)",4.135593577035100546422648844,1.0927377934599807,(0.965388951750771+1.930283245404912j),(1.053959491938973+1.483285664868265j),(0.466128870253454-2.208122391943079j)
"m356(2,3)",4.135635891132286310802333548,1.118106300249089,(1.022832811758589+1.560292282257162j),(1.109952404883966+1.821846704828272j),(0.352571051342566-2.201033048268334j)
"s580(4,1)",4.135941850782535733960242179,1.0704399671009799,(0.574832873099589-1.275802297073806j),(0.612336855266916-2.347863730165491j),(1.134845908839446-0.64356225208968j)
"s417(-4,3)",4.136453023582372506400346883,1.118094813408534,(0.799460971702269-1.955897842923831j),(1.108785814155484-2.721592051079246j),(0.511218243503806-1.089495338792847j)
"s566(1,3)",4.136814068533078040977877642,1.130264700379365,(0.51843397612856+2.167979658019457j),(0.980884344125081-2.085855301758516j),(0.853450103992145-1.070860874683265j)
"m403(2,3)",4.136994304916030759912065581,1.196284377299935,(0.769803115724073+1.688607590179257j),(1.196284377299935+1.853476397687238j),(0.513055629826499+0.95074926727746j)
"m376(2,3)",4.136994304916030759912065581,1.0580950551607982,(0.769803115724063+1.688607590179362j),(0.917463385934569+1.944238841458821j),(0.740536153837971-2.572449272781214j)
"s650(-3,1)",4.137245009238811905507383209,1.0586295332188378,(0.609068457337989+1.722438047856406j),(0.639696069504761-2.338344839199638j),(0.980613206497002+0.907407077767363j)
"m346(1,4)",4.137547334421090676285344759,1.0853892359653488,(0.751671659311589+2.492944507616552j),(0.978026360512231-2.928612107372684j),(0.627651575723853-1.477094903488572j)
"s730(-4,1)",4.137564064373211950161011237,1.122404354272305,(0.669835826706246+1.189618379268976j),(0.929174016263478+1.406904015948203j),(1.095124494049392-0.256266521001645j)
"s572(-4,1)",4.138156685340632408138124316,1.0857498151263343,(0.720310744908811+2.627572098362674j),(1.026241143315115+2.90681987948907j),(0.580064525358577-1.478866286587194j)
"s704(-1,2)",4.138518465543521200703361493,1.2079822030420253,(0.701990870095735-2.782610716399089j),(0.88874587568619+1.720703054903089j),(0.974382093117458+0.636907451423129j)
"m370(1,3)",4.139477931525490577238822174,1.1517462544829662,(1.011709200813023-1.465645884596716j),(1.145899725532221+1.677177828426957j),(0.415035762868053+1.592377157216506j)
"m368(-1,3)",4.139477931525490577238822174,1.1835764938324378,(0.505854600406506-2.408769711291429j),(0.778779393564005-1.818199203976838j),(1.083931255097126-0.589343295636214j)
"v0785(-5,1)",4.139477931525490577238822174,1.0757153880895098,(0.364366878536563+1.246099590539372j),(0.764742857586915+1.706660573909612j),(1.249749588581537-0.253608625532596j)
"s869(3,1)",4.139732716567015126522784938,1.2196484374253989,(0.827820395771083-1.509145064029919j),(0.869213658332874-2.386754481092656j),(1.013474299075576-0.818149288678061j)
"m356(-4,3)",4.140370759382137001602248445,1.154395068964038,(0.390453792246496-1.72795966063281j),(0.662565906572147-1.825389628022515j),(1.24183282049181+2.823500387965657j)
"s450(4,1)",4.140868042100539344874283017,1.0731997417724572,(0.936349066086487+1.981157211300852j),(0.991325201615878+1.53640944533362j),(0.546184952319269-2.260434051273884j)
"s488(3,2)",4.142276324916694558277953875,1.2453738124571707,(0.509509804016809-2.769404751363023j),(0.833720089378938-1.082964203508705j),(1.279992516744024+2.009716861484523j)
"m343(4,1)",4.143531003930250409243115207,1.1180521132151542,(0.303569705183931-1.323622237703958j),(0.792711565885815-1.863395368527026j),(1.264030340424939+2.659175964597315j)
"s758(-3,1)",4.143531003930250409243115207,1.0636315254098323,(0.792711565885776+1.863395368527005j),(0.81196548173625+1.597143790344888j),(0.843491388241549-2.847495878776771j)
"s437(3,2)",4.145871975004377258885280462,1.1556812882277783,(0.394446884303569-2.644743468125875j),(0.659573202931651-1.883400101233278j),(1.231522566333815+1.257208218625727j)
"s403(7,1)",4.146544640116635012448609895,1.1128497019080106,(0.31354842141541-0.842822941282409j),(0.372420576859529-2.869987852847611j),(1.918896758578774+1.786247003284539j)
"s394(6,1)",4.147490506909259183543744805,1.076317233343072,(0.311149890003837-1.032373152158579j),(0.901957107793432-2.058849324631824j),(1.235226619208758+0.399962890497494j)
"m363(3,2)",4.148214676750022850678558325,1.1787315026166738,(0.472322886186848-1.819435001921359j),(0.493587239980382+2.183110496167076j),(1.238778302088713-1.065470481103514j)
"m349(-5,1)",4.148441758625664335467821095,1.0643187125795193,(0.326787019566711+1.063147623825544j),(0.664617434866411-2.476012455671136j),(1.309794072494117+0.241788843537406j)
"m363(2,3)",4.148566254503623852332235054,1.2181049757026183,(0.439879971548513-1.860075261964955j),(0.495509502631859-2.433953569410682j),(1.259760001704827-2.093068614791623j)
"m370(-5,1)",4.148850941701158803827459027,1.2151131266016475,(0.37557716523576+1.252345484229647j),(0.633420248108023-1.547907981288171j),(1.558002678161353+1.025815923994958j)
"m368(5,1)",4.148850941701158803827459027,1.1230599854778764,(0.462097652125845-2.265719723584392j),(0.633420248108029-1.593684672301624j),(1.149341862924743-0.819876411543957j)
"s442(4,1)",4.148850941701158803827459027,1.0583003425781201,(0.375577165235824+1.252345484229655j),(0.678452195561418-1.961904977962977j),(1.232606516079491-2.149978098300062j)
"s547(-4,1)",4.149044877657773752889344269,1.066214906147514,(0.526487861452799+1.428292705002312j),(0.558932225860531-2.076173723771018j),(1.157263289573921-2.207782057278852j)
"s394(4,3)",4.149087969361750195938961828,1.1118772493575555,(0.838979053136162-1.973031016849068j),(0.860262064711094-1.892173771206447j),(0.81040959298182+0.201377964801106j)
"m364(-2,3)",4.152517492185001050336000674,1.180414028653934,(0.476158488826929+1.862108101048457j),(0.548380504177101+2.432850759541737j),(1.188799769406819-1.065298392645174j)
"m360(-1,4)",4.153334269444356205842241877,1.1646299026160427,(0.351028984556792-1.542236118716684j),(0.596537462499958+1.994625700824592j),(1.318019618645246-0.640431915288003j)
"s451(1,3)",4.154348290839017172589903494,1.0803736670542778,(0.455134562159932-1.52221361052691j),(0.614040431399958-1.795637401117517j),(1.199473130865557+0.209539399156852j)
"s457(4,1)",4.154784529631692595134819595,1.1395591658210242,(0.38766903166619-1.505380512473262j),(0.492721234497579+1.906281429573994j),(1.336995096969878-0.665332508060642j)
"s469(6,1)",4.155386235060771424199003931,1.1313828907408945,(0.383227019763858+2.793116008157225j),(0.422773366655059-0.90822887967639j),(1.759232153993076-3.028673265989281j)
"s566(-3,1)",4.156461267184672125317911301,1.117478444109594,(0.545006579255634+1.726798668025975j),(0.977999033903633-2.506163024142544j),(0.875786093587369+0.938635589729926j)
"s489(-5,1)",4.156567553469201429325836430,1.0538966644844854,(0.46558261861057+0.970380960145455j),(0.629850153849707-1.228864909195281j),(1.487133540159307+1.395566516618086j)
"v1315(-4,1)",4.156675426817942891730738690,1.0930659353828278,(0.692872065502234+1.109185024171097j),(1.080205566850009-1.940743299618975j),(0.75537056349351+1.394696713251574j)
