"name","left geod","right geod","ortho"
"v2913(-4,1)",0.6786+2.19493*1j,0.71347-1.86904*1j,0.96376+1.96611*1j
"v2771(-6,1)",0.40614-2.28625*1j,0.787+1.19402*1j,1.36567-2.67049*1j
"v2803(4,1)",0.66257-2.36142*1j,0.67839-2.58103*1j,1.01146+1.68782*1j
"v2804(-1,4)",0.7551+2.09284*1j,0.7801+2.00254*1j,0.90175-2.42021*1j
"v2774(1,4)",0.71986-2.20021*1j,0.74112-2.1123*1j,1.00166+2.53284*1j
"v2763(-3,4)",0.79271+2.00586*1j,0.79932-2.33287*1j,1.01068-2.94749*1j
"v2929(-1,4)",0.72843-1.8878*1j,0.78242+2.04887*1j,0.96177+0.42376*1j
"v2859(4,1)",0.71653+1.78617*1j,0.78819+2.1532*1j,0.9315+0.87897*1j
"v2957(-4,1)",0.51578-2.20328*1j,0.70521+2.49693*1j,1.06108+1.97053*1j
"v3103(5,1)",0.79619-3.0524*1j,0.79619-3.0524*1j,0.92458+1.45158*1j
"v2729(4,3)",0.53408+2.35175*1j,0.7279-2.2594*1j,1.0519+1.92243*1j
"v2848(-1,4)",0.65924-2.52605*1j,0.67671+2.29806*1j,1.01283+1.25613*1j
"v2759(-4,1)",0.57284-1.93*1j,0.57355-1.98358*1j,1.11596-1.07338*1j
"v2950(-4,1)",0.70693-2.042*1j,0.73205-1.94879*1j,0.92619+2.32553*1j
"v2774(5,1)",0.45678+2.2611*1j,0.79014-2.0129*1j,1.12352-1.12456*1j
"v2774(5,1)",0.52087-1.91175*1j,0.79014-2.0129*1j,1.14642-2.6351*1j
"v2789(-5,1)",0.69424+1.63582*1j,0.69424+1.63582*1j,1.20699-0.6206*1j
"v2946(-6,1)",0.40456+0.80128*1j,0.7868+2.91247*1j,1.40096-2.60336*1j
"v2759(5,1)",0.62181-1.92329*1j,0.78383-1.82467*1j,1.07611+1.95256*1j
"v2759(5,1)",0.56533-2.03512*1j,0.78383-1.82467*1j,1.05931-1.13992*1j
"v2759(5,1)",0.56533-2.03512*1j,0.62181-1.92329*1j,1.0859+2.08269*1j
