"name","margulis upper","left geod","left power","right geod","right power","ortho"
"s646(5,1)",1.2136370687640319,0.73864+2.71853j,1,0.77756-1.92121j,1,1.01061-0.38467j
"s646(5,1)",1.1438279819553796,0.73864+2.71853j,1,0.77756-1.92121j,1,0.91408+1.65348j
"s646(5,1)",1.27004542262152,0.77756-1.92121j,1,0.77756-1.92121j,1,1.142-0.68501j
"v1313(5,1)",1.0867629958786011,0.33771-1.09764j,1,0.6748-2.38125j,1,1.32132+2.58498j
"v1313(5,1)",1.1098070603417531,0.5779+1.5739j,1,0.6748-2.38125j,1,1.07875+3.07642j
"s698(5,1)",1.2385383032849073,0.7589+2.62482j,1,0.79846+2.3715j,1,0.98157-1.43659j
"s698(5,1)",1.1726403388613071,0.5404+2.58209j,1,0.7589+2.62482j,1,0.98092+2.2973j
"s698(5,1)",1.0908226498528075,0.34357-1.16384j,1,0.79846+2.3715j,1,1.2295-0.27345j
"v1766(5,1)",1.1097827790739132,0.6416+1.84442j,1,0.66896+2.09168j,1,1.02597+2.69991j
"v1766(-4,1)",1.092590756679388,0.60181+1.70154j,1,0.77102+2.07915j,1,0.99353+2.81469j
"v1553(-5,1)",1.2307062336796946,0.41908+2.52557j,1,0.74501+2.21895j,1,1.12183+2.01308j
"s699(-5,1)",1.1839652826317535,0.52641+2.56784j,1,0.79204-2.23998j,1,1.00986+2.38021j
"s698(-5,1)",1.089634392039637,0.32611+1.15323j,1,0.7883+2.24333j,1,1.25421-2.80986j
"v1368(6,1)",1.216509577673165,0.5559-1.12973j,1,0.71092-2.62253j,1,1.35172-0.9962j
"s718(-6,1)",1.4160012906048032,0.5559-2.01187j,1,0.71092+2.62253j,1,1.35172+0.9962j
"s763(-4,3)",1.0960989983987182,0.75053+2.18855j,1,0.75053+2.18855j,1,0.85972-1.43997j
"s679(-5,1)",1.1656026231080496,0.41462+1.70442j,1,0.69626-1.90454j,1,1.22713-0.07468j
"s679(-5,1)",1.2493076602505906,0.38916+2.35605j,1,0.69626-1.90454j,1,1.22908+1.4987j
"v1400(5,1)",1.1589252721604328,0.40253+1.58948j,1,0.79698+1.92259j,1,1.19505-0.37144j
"v1326(-5,1)",1.2469152229474745,0.44012-2.23228j,1,0.59133+2.55214j,1,1.19521-1.07225j
"v1333(-5,1)",1.1444846978509369,0.36318+1.40814j,1,0.79351-1.99452j,1,1.23708+0.8304j
"v1333(-5,1)",1.1558419926716257,0.43983+1.7748j,1,0.79351-1.99452j,1,1.12707-0.10832j
"s682(-1,4)",1.1209036128557315,0.65374+1.85029j,1,0.78415-1.8656j,1,1.00132+0.4767j
"s764(-1,4)",1.11079657202361,0.73598-2.08319j,1,0.73598-2.08319j,1,0.91705+2.10075j
"s764(-4,1)",1.247583801372639,0.79413-2.30486j,1,0.79413-2.30486j,1,1.00732-0.77047j
"s763(-1,4)",1.0981381731378976,0.69159+2.07886j,1,0.79413-2.30486j,1,0.87028-1.84146j
"s763(-1,4)",1.1079900807865644,0.69159+2.07886j,1,0.69159+2.07886j,1,0.95889-1.3478j
"s763(-1,4)",1.0981381731378976,0.69159+2.07886j,1,0.79413-2.30486j,1,0.87028+1.30013j
"v1348(-5,1)",1.1045741365255815,0.54106-1.57692j,1,0.6528-2.02775j,1,1.13229+0.39555j
"v1333(5,1)",1.1129451268747568,0.40237+1.4011j,1,0.73389-1.90718j,1,1.22496+0.81003j
"v1333(5,1)",1.1599420998812617,0.43638+1.84573j,1,0.73389-1.90718j,1,1.1627-0.25625j
"s719(-7,1)",1.4186549884395774,0.54798-1.83095j,1,0.72682+2.95574j,1,1.37406-0.9185j
"s719(-7,1)",1.1641832389834685,0.31095+0.7667j,1,0.72682+2.95574j,1,1.62429-2.31831j
"s719(-7,1)",1.8948781187384778,0.72682+2.95574j,1,0.72682+2.95574j,1,1.71994+0.72156j
"s726(7,1)",1.1549529122922697,0.32771-0.73941j,1,0.69472+2.9037j,1,1.63858-0.12595j
"s726(7,1)",1.1808372810370398,0.32771-0.73941j,1,0.58299-2.81722j,1,1.71763-0.78296j
"s726(7,1)",1.873558293727488,0.69472+2.9037j,1,0.69472+2.9037j,1,1.71656+0.36746j
"s726(7,1)",1.5149373407267803,0.58299-2.81722j,1,0.69472+2.9037j,1,1.36117+1.52494j
"s801(6,1)",1.590842574545119,0.44765-2.8375j,1,0.75949-2.90583j,1,1.45124+0.74115j
"s719(7,1)",1.1172764086362208,0.33532-0.73622j,1,0.63297-1.77941j,1,1.70487+0.14311j
"v1308(5,3)",1.322565425896922,0.53597+2.51873j,1,0.62914-1.85996j,1,1.30381+2.07467j
"s798(-4,1)",1.0828802219937177,0.66812+2.54599j,1,0.70633-2.07479j,1,0.8894+1.98622j
"v1498(4,1)",1.156350386526329,0.58245+2.25871j,1,0.59507+2.04931j,1,1.09297+2.40037j
"v1498(-1,4)",1.1219092902182919,0.62127+2.11115j,1,0.7253+2.34547j,1,0.96429-0.84242j
"v1676(-5,1)",1.24510276976467,0.74314+1.17247j,1,0.76894-2.51579j,1,1.23825+0.38566j
"s763(-3,4)",1.1046273879419035,0.74121+2.11905j,1,0.74121+2.11905j,1,0.89519-1.37628j
"v1538(-5,1)",1.0394035175607876,0.5892+1.18524j,1,0.68084-1.6761j,1,1.15598+1.24411j
"s798(4,1)",1.0904555421917141,0.64911-2.15374j,1,0.73575+2.62616j,1,0.88385+1.95923j
"s730(7,1)",1.0663249201250031,0.72263+3.02974j,1,0.78817+1.3511j,1,0.8816+0.91405j
"s730(7,1)",1.1352225552038586,0.32837-0.79494j,1,0.72263+3.02974j,1,1.54827+0.24236j
"s730(7,1)",1.43502821101513,0.78817+1.3511j,1,0.78817+1.3511j,1,1.61292-0.98801j
"s730(7,1)",1.7269738043234804,0.72263+3.02974j,1,0.72263+3.02974j,1,1.53874+0.88766j
"s730(7,1)",1.0645733318931543,0.32837-0.79494j,1,0.78817+1.3511j,1,1.5532-1.00899j
"s772(4,1)",1.1865725631417423,0.68746-2.11076j,1,0.68746-2.11076j,1,1.06214+1.52517j
"s772(4,1)",1.088578228740941,0.68746-2.11076j,1,0.68746-2.11076j,1,0.92879+2.20482j
"s772(4,1)",1.088578228740941,0.68746-2.11076j,1,0.68746-2.11076j,1,0.92879+2.20482j
"s772(4,1)",1.1865725631417423,0.68746-2.11076j,1,0.68746-2.11076j,1,1.06214+1.52517j
"s772(-5,1)",1.1954996294488693,0.78313-2.09756j,1,0.78313-2.09756j,1,0.98643+1.47473j
"s772(-5,1)",1.1954996294488693,0.78313-2.09756j,1,0.78313-2.09756j,1,0.98643+1.47473j
"s772(-5,1)",1.0788218219285073,0.78313-2.09756j,1,0.78313-2.09756j,1,0.81221+2.25681j
"s772(-5,1)",1.0788218219285073,0.78313-2.09756j,1,0.78313-2.09756j,1,0.81221+2.25681j
"s730(5,2)",1.0787575145278545,0.70344+3.11189j,1,0.77281+1.30231j,1,0.93362-2.29294j
"s783(-6,1)",1.7587129160333075,0.7387-2.98262j,1,0.7387-2.98262j,1,1.56622+0.09105j
"s783(-6,1)",1.0788067391499547,0.35631+0.80179j,1,0.7387-2.98262j,1,1.43343+0.41969j
"s823(-6,1)",1.4926948012097083,0.43588-1.94031j,1,0.76783-2.87136j,1,1.45527-1.37185j
"s783(7,1)",1.0783048378184112,0.37198-0.77804j,1,0.70226-2.79682j,1,1.46144+2.61144j
"s783(7,1)",1.7520205289085575,0.70226-2.79682j,1,0.70226-2.79682j,1,1.59203-0.20829j
"v2238(4,1)",1.100201308107575,0.67052-2.48351j,1,0.67052-2.48351j,1,0.89715-1.59428j
"s823(6,1)",1.4556521860462397,0.56122-1.90945j,1,0.60938-2.73797j,1,1.43906-1.46153j
"s741(4,1)",1.1601805423835523,0.65165+2.31598j,1,0.72367+2.06476j,1,1.0093-2.95583j
"v1700(5,1)",1.2480276190211177,0.36572+2.35292j,2,0.72272-2.14154j,1,1.19401-1.68906j
"v1470(5,1)",1.1630228265789273,0.4658-1.99735j,1,0.64549+2.35881j,1,1.1197-1.80818j
"s753(-5,1)",1.142343763249038,0.4658+1.99735j,1,0.73494+2.53307j,1,1.04403-1.43999j
"s753(5,1)",1.1669949586161723,0.45794+1.99482j,1,0.63753+2.47833j,1,1.12083-1.41377j
"v1470(-5,1)",1.15129010317769,0.45794-1.99482j,1,0.75671+2.39732j,1,1.05657-1.8429j
"v2050(5,1)",1.2729655408995757,0.73826+3.05604j,1,0.73826+3.05604j,1,1.01557+2.59519j
"s758(5,1)",1.3026000424129431,0.63565+2.03844j,1,0.67297-2.5094j,1,1.20645+1.96158j
"s741(-5,1)",1.1722291817986794,0.65578+2.35254j,1,0.71902+2.16053j,1,1.01188-3.04734j
"s835(4,1)",1.1125648024810288,0.612+2.24412j,1,0.67037+2.49416j,1,0.9554-1.46652j
"v1610(5,1)",1.132308272158696,0.50364+1.46171j,1,0.60103-2.2715j,1,1.21114-0.06673j
"v1498(-5,1)",1.17354057716175,0.56285+2.33732j,1,0.573+2.06684j,1,1.11862-0.82642j
"v1605(5,1)",1.1142571750557146,0.48441+1.44327j,1,0.55509+2.23271j,1,1.22092+0.62316j
"s835(1,4)",1.1716120975079278,0.50363+2.57691j,1,0.77888+2.23522j,1,1.00698-1.53268j
"v1640(-4,1)",1.1918821531556845,0.5735+2.27827j,1,0.65391-2.23105j,1,1.09361-2.68389j
"s839(-4,1)",1.1317029900755093,0.49378+2.09388j,1,0.58771+1.84996j,1,1.1441-2.11476j
"s798(1,4)",1.1292146124402553,0.59467+2.71037j,1,0.78111-2.25432j,1,0.91459+1.9642j
"s813(1,4)",1.173631929373049,0.56787+2.31759j,1,0.79385-2.19143j,1,1.00815+1.07476j
"s813(1,4)",1.1349062222703872,0.70863+2.37547j,1,0.79385-2.19143j,1,0.89643+1.83053j
"s758(-5,1)",1.3039509330927272,0.6721+1.9657j,1,0.72293-2.57706j,1,1.183-1.08285j
"v1538(6,1)",1.0398344975797265,0.57404+1.07511j,1,0.78139-1.65743j,1,1.14183+1.25217j
"v1538(6,1)",1.0832450526697415,0.3045-0.9994j,1,0.78139-1.65743j,1,1.40659+0.54519j
"v1676(6,1)",1.2390911337677994,0.62107-2.39894j,1,0.63705+1.11654j,1,1.38757+0.36139j
"v2238(-5,1)",1.064776655645613,0.77749-2.4841j,1,0.77749-2.4841j,1,0.74296-1.5743j
"s835(-1,4)",1.1932664092170921,0.47435+2.50855j,1,0.78138+2.31675j,1,1.03864-1.51489j
"v1855(4,1)",1.0939716185933916,0.74477+2.73941j,1,0.79261-2.05014j,1,0.81522+1.71997j
"s813(-4,1)",1.163022497100665,0.5979+2.21982j,1,0.72262+1.99077j,1,1.0525-1.44509j
"s813(-4,1)",1.1265625596226565,0.5979+2.21982j,1,0.65984-2.31347j,1,0.99901-1.90882j
"s813(-4,1)",1.2196055172447158,0.65984-2.31347j,1,0.71137+2.19573j,1,1.07462-1.20119j
"s813(-4,1)",1.1065198958635827,0.71137+2.19573j,1,0.72262+1.99077j,1,0.92967-2.16688j
"s846(1,4)",1.0928499672382261,0.57822+2.03848j,1,0.69916+2.06762j,1,0.98993-2.11147j
"s840(1,4)",1.0895335581871675,0.6542-1.93279j,1,0.74806+2.57943j,1,0.90301+1.86671j
"v1777(5,1)",1.1474284451680647,0.68017+2.43565j,1,0.68964-1.35473j,1,1.11941-0.25454j
"v1730(6,1)",1.1429227970291183,0.55855+2.85425j,1,0.6942+1.47984j,1,1.1004+1.28083j
"s835(-4,1)",1.1337882979684588,0.59818+2.42646j,1,0.63208+2.32226j,1,0.99941+1.69682j
"v1583(-5,1)",1.1202322197968724,0.43747-1.44493j,1,0.59525-2.2073j,1,1.23539-0.62123j
"s839(5,1)",1.133712270532567,0.51356+2.01763j,1,0.53521+1.85888j,1,1.17024-2.06603j
"v1644(5,1)",1.2353877438702074,0.4122+2.27976j,1,0.69341+2.32147j,1,1.16549-2.00933j
"s821(-5,1)",1.2180968869691258,0.4122-2.27976j,1,0.78129+2.58602j,1,1.08848+1.91074j
"s821(5,1)",1.2395976044163157,0.40631-2.2736j,1,0.6773+2.52119j,1,1.16249+1.92462j
"v1638(5,1)",1.226417644789907,0.32942+1.83676j,1,0.7768-1.75256j,1,1.28127-0.35884j
"v1638(5,1)",1.226417644789907,0.32942+1.83676j,1,0.7768-1.75256j,1,1.28127-0.35884j
"s819(5,1)",1.310529335908465,0.65883-2.60966j,1,0.7768+1.38903j,1,1.28127+2.78276j
"s832(1,4)",1.1621166555391487,0.66128+2.21967j,1,0.67951-2.38172j,1,1.0059-1.7866j
"v2166(5,1)",1.1004475501330564,0.61319-1.56128j,1,0.71435+2.44558j,1,1.02883-0.16423j
"s854(-6,1)",1.4416197323845426,0.60915-2.80588j,1,0.78265+1.8771j,1,1.34308+0.50645j
"v1766(-5,1)",1.0988022042800885,0.60012+1.72681j,1,0.75103+2.06919j,1,1.01108+2.80036j
"s840(-4,1)",1.1402378333769165,0.70523-2.06901j,1,0.7107+2.77614j,1,0.9395+1.74725j
"s840(-4,1)",1.2971612554131997,0.57428+2.4324j,1,0.7107+2.77614j,1,1.14416-0.76032j
"v1719(5,1)",1.207770351635671,0.35742+1.85847j,1,0.7963-1.81206j,1,1.22466+2.78916j
"v1766(6,1)",1.109376343992179,0.62373+1.81338j,1,0.68624+2.0786j,1,1.03223+2.72776j
"v1640(5,1)",1.2016166477689756,0.5578+2.25988j,1,0.63266-2.31708j,1,1.11193-2.59676j
"s823(-7,1)",1.172865982396705,0.31384+0.76352j,1,0.73636-2.85279j,1,1.63641+0.07405j
"s823(-7,1)",1.488159743467931,0.45241-1.93189j,1,0.73636-2.85279j,1,1.45893-1.3859j
"s823(7,1)",1.1964914787903853,0.30539-0.7681j,1,0.62685-2.76103j,1,1.71573+2.37573j
"s823(7,1)",1.4626071147414195,0.53904-1.90878j,1,0.62685-2.76103j,1,1.4479-1.44978j
"s862(6,1)",1.1457860031747693,0.38452-0.76803j,1,0.79221+3.01004j,1,1.51827-0.14194j
"s862(6,1)",1.5753118537981239,0.46874+2.53253j,1,0.79221+3.01004j,1,1.43937-1.25191j
"v2272(5,1)",1.2083561870151496,0.59057+3.03713j,1,0.74709-2.85427j,1,0.98874-1.13152j
"s863(1,4)",1.0866334240742948,0.68711-2.01369j,1,0.69916+2.56172j,1,0.89673+1.93638j
"v2218(-5,1)",1.094985685034174,0.60481+1.15204j,1,0.66064+2.99911j,1,1.14537-2.16779j
"v1676(-6,1)",1.2430765966320985,0.72506+1.15416j,1,0.72827-2.4972j,1,1.27243+0.39107j
"v2335(-5,1)",1.1657310908610796,0.6585+2.98215j,1,0.6585+2.98215j,1,0.94789-1.59925j
"v2553(-5,1)",1.1233104035863994,0.7541-2.93031j,1,0.76869+1.18476j,1,1.0168-2.75593j
"v1761(-5,1)",1.2896453947411066,0.54428+2.03691j,1,0.76498-2.25203j,1,1.2084-1.26577j
"v1761(-5,1)",1.1142908368666484,0.54428+2.03691j,1,0.77235-1.77466j,1,1.02885+2.4801j
"s839(1,4)",1.1079391096721356,0.61776+2.11502j,1,0.74317+1.94015j,1,0.97699-2.0591j
"s881(-1,4)",1.1407868130376968,0.61019-2.46395j,1,0.75181+2.33339j,1,0.94777-1.93011j
"s881(-1,4)",1.1407868130376968,0.61019-2.46395j,1,0.75181+2.33339j,1,0.94777+1.21148j
"s862(-7,1)",1.17280241425108,0.33925+0.78196j,1,0.68175+2.89098j,1,1.62638-2.30987j
"s862(-7,1)",1.6047191376156729,0.43487+2.4334j,1,0.68175+2.89098j,1,1.52408-1.12228j
"s839(3,4)",1.1150476687487088,0.63287+2.056j,1,0.78317+2.01475j,1,0.9562-2.03674j
"s846(-1,4)",1.1637809139389375,0.69079+1.69236j,1,0.73577+2.02307j,1,1.08047-1.94269j
"s846(-1,4)",1.1118540873051495,0.51354+2.04998j,1,0.73577+2.02307j,1,1.02355-2.11274j
"s870(6,1)",1.6065048061135994,0.44724+2.40471j,1,0.63406-2.81066j,1,1.54287+1.45927j
"s865(5,1)",1.1257828978647462,0.49904+1.7333j,1,0.70623+1.85984j,1,1.13989-2.87838j
"s863(-1,4)",1.0939251949009896,0.64141-2.08401j,1,0.75879+2.64498j,1,0.88744+1.89756j
"s846(3,4)",1.0976777108367346,0.58391+1.96336j,1,0.73109+2.12185j,1,0.9826-2.08008j
"v2062(5,1)",1.1544740437408805,0.43486+1.90455j,1,0.69908-1.86408j,1,1.16854+2.58348j
"s863(-4,1)",1.1445178568488783,0.62402+2.74601j,1,0.74147-2.18898j,1,0.94929+1.88567j
"v1983(-4,1)",1.0724781156132277,0.70859+1.86975j,1,0.77534-2.53878j,1,0.84615+1.30237j
"s890(5,1)",1.2403858678765913,0.75429+2.65402j,1,0.75429+2.65402j,1,0.9862-1.01694j
"s916(-5,1)",1.2421389442869741,0.71865-2.75233j,1,0.71865-2.75233j,1,1.00802+0.85684j
"v1814(-5,1)",1.2132536652541366,0.64856-2.33001j,1,0.7571+1.78806j,1,1.10185+2.05607j
"s858(-1,4)",1.1331896194869189,0.61032+2.23882j,1,0.70322-2.02997j,1,1.01088+1.79245j
"v2072(4,3)",1.1425003920526544,0.6461+2.59278j,1,0.79803+2.61252j,1,0.8885-0.85993j
"v2050(6,1)",1.3058892531803734,0.70436+3.06523j,1,0.70436+3.06523j,1,1.07882+2.57184j
"s893(-4,1)",1.172856288053733,0.71703-2.34867j,1,0.73621-2.49962j,1,0.95176+0.68631j
"v2335(6,1)",1.3241530224092481,0.58984+3.07099j,1,0.58984+3.07099j,1,1.16977-1.85079j
"v2140(-4,1)",1.0916687965356202,0.70882-2.19869j,1,0.74381+2.70884j,1,0.8459-1.22788j
"s888(1,4)",1.1898957499244238,0.75682+2.58733j,1,0.76723+1.91934j,1,0.98234+1.69793j
"s872(1,4)",1.1533248559847638,0.48419+2.24359j,1,0.68917-2.08398j,1,1.07806-1.24314j
"v2238(5,1)",1.0932703536703787,0.69028-2.4897j,1,0.69028-2.4897j,1,0.87016-1.57543j
"v1855(4,3)",1.1186632076712542,0.69159+2.78005j,1,0.76403-2.14103j,1,0.88066+1.77834j
"v2166(-5,1)",1.1250735879716316,0.67747+2.33354j,1,0.68435-1.71766j,1,1.01973+0.03021j
"s870(-7,1)",1.5938593834001782,0.38366+2.33008j,2,0.7606-2.90936j,1,1.54075-1.56682j
"s870(-7,1)",1.1636264838043335,0.33917+0.76538j,1,0.7606-2.90936j,1,1.59378+0.09673j
"v2057(4,1)",1.2880961461621843,0.71389+2.02655j,1,0.79801+2.42403j,1,1.11651+2.25577j
"v2057(4,1)",1.1011650519462401,0.58031+2.20662j,1,0.79801+2.42403j,1,0.89827-1.56554j
"v2050(-6,1)",1.4373891867987598,0.61189+3.04868j,1,0.61189+3.04868j,1,1.28257-0.5438j
"v2343(5,1)",1.3925318538813856,0.59417+2.85866j,1,0.78804+2.96863j,1,1.18782+2.9735j
"s862(7,1)",1.853294849794189,0.7714+2.99243j,1,0.7714+2.99243j,1,1.65017+0.42975j
"s862(7,1)",1.153696496586866,0.30334-0.70813j,1,0.7714+2.99243j,1,1.64648-0.06984j
"s862(7,1)",1.5828330450564871,0.4621+2.51686j,1,0.7714+2.99243j,1,1.45738-1.23486j
"v2403(-3,1)",1.126975586863257,0.73802+2.53801j,1,0.74557-2.16437j,1,0.88982-1.36952j
"v2272(-6,1)",1.3805480896275173,0.52434+3.03754j,1,0.66258-3.01357j,1,1.22838+2.18862j
"s889(-4,1)",1.2222800967221936,0.60109+2.34646j,1,0.72559+2.64729j,1,1.05481-1.72488j
"s889(-4,1)",1.2511931013776212,0.72559+2.64729j,1,0.72559+2.64729j,1,1.0234-1.00924j
"s889(-4,1)",1.2390015393285088,0.60109+2.34646j,1,0.72559+2.64729j,1,1.07516-0.63425j
"s889(-4,1)",1.2222800967221936,0.60109+2.34646j,1,0.72559+2.64729j,1,1.05481-1.72488j
"s889(-4,1)",1.2390015393285088,0.60109+2.34646j,1,0.72559+2.64729j,1,1.07516-0.63425j
"v2428(4,1)",1.1064011215609688,0.6757-2.2357j,1,0.69576-2.56845j,1,0.90645-1.58766j
"v1937(-7,1)",1.3296706639420655,0.35563+2.78023j,2,0.7756-2.83089j,1,1.5579-1.27141j
"v1937(-7,1)",1.1847689577282583,0.31111+0.78113j,1,0.7756-2.83089j,1,1.62363+0.04262j
"v2460(-4,1)",1.1175103740602423,0.53222+2.10688j,1,0.7849+2.02968j,1,0.98896+0.92955j
"v2157(1,4)",1.1577398399183565,0.66447-2.39387j,1,0.7455-2.567j,1,0.94239+1.76286j
"v2072(3,4)",1.1076173868592651,0.70015+2.55192j,1,0.78065-1.84364j,1,0.89496-1.32093j
"v1983(-1,4)",1.0780523744329362,0.69377-2.53002j,1,0.74731+2.0303j,1,0.85457-1.9574j
"v2072(-3,2)",1.0866108322470507,0.76052-2.01528j,1,0.773+2.70187j,1,0.81431-1.3944j
"s881(1,4)",1.1737656129352352,0.58399-2.39258j,1,0.66872+2.30205j,1,1.04388+1.24378j
"s881(1,4)",1.1737656129352352,0.58399-2.39258j,1,0.66872+2.30205j,1,1.04388+1.24378j
"v2173(-5,1)",1.0991907855533698,0.50509-1.56969j,1,0.58559+2.07655j,1,1.16419-0.94727j
"s871(-4,1)",1.19918378982496,0.66122-2.5789j,1,0.74524+2.11617j,1,1.02073-2.06943j
"v2262(-4,1)",1.0726547047359427,0.7651-2.59983j,1,0.79531+2.14844j,1,0.76783-1.9551j
"s893(1,4)",1.1459633063570107,0.55706-2.29713j,1,0.73084-2.51711j,1,0.98445-1.61972j
"v2054(7,1)",1.1848334289377738,0.31148-0.79202j,1,0.75474-2.89337j,1,1.62189+2.31284j
"v2054(7,1)",1.46394255034558,0.33911+1.427j,1,0.75474-2.89337j,1,1.60344+0.83086j
"s889(1,4)",1.2035884565941213,0.5016+2.41432j,1,0.75559+2.45771j,1,1.05397+1.59557j
"s889(1,4)",1.2035884565941213,0.5016+2.41432j,1,0.75559+2.45771j,1,1.05397-1.54602j
"s889(1,4)",1.209123483698062,0.75559+2.45771j,1,0.75559+2.45771j,1,0.96809-0.80109j
"s881(-3,4)",1.173871795833672,0.68861-2.45529j,1,0.73083+2.41982j,1,0.96468-2.02738j
"s881(-3,4)",1.173871795833672,0.68861-2.45529j,1,0.73083+2.41982j,1,0.96468-2.02738j
"s893(-1,4)",1.164339604073571,0.56978-2.36123j,1,0.66205-2.44664j,1,1.03046+1.48628j
"v2478(-4,1)",1.1283632895863143,0.52116-2.19302j,1,0.71671+2.07812j,1,1.02831+1.15832j
"v2166(6,1)",1.1187851659397334,0.34539-0.97469j,1,0.69825+2.4246j,1,1.42102-0.16498j
"v2166(6,1)",1.112160217733021,0.61894-1.59718j,1,0.69825+2.4246j,1,1.04329-0.1228j
"s911(4,1)",1.1131648051132292,0.60703-1.98915j,1,0.60703-1.98915j,1,1.06424-0.86397j
"s911(4,1)",1.084129899359386,0.69739+1.99686j,1,0.69739+1.99686j,1,0.93811+0.79226j
"v2238(-6,1)",1.0688684993355533,0.75461-2.48983j,1,0.75461-2.48983j,1,0.77371-1.56397j
"v2455(-4,1)",1.14215460797802,0.78179-2.45008j,1,0.78179-2.45008j,1,0.8537+0.67732j
"v2243(1,4)",1.1048288283396004,0.66768+2.72595j,1,0.77803-2.22531j,1,0.8583+1.91189j
"v2078(6,1)",1.268499532773631,0.51971+1.11262j,1,0.55336+2.29323j,1,1.53123+0.88924j
"v2218(-6,1)",1.1124162810204712,0.34344+0.87535j,1,0.67923+3.02292j,1,1.46319-2.23162j
"v2218(-6,1)",1.0895981380716724,0.59353+1.14303j,1,0.67923+3.02292j,1,1.14036-2.20162j
"v2420(4,1)",1.0969505994281845,0.78678-2.05205j,1,0.78936-1.69731j,1,0.88655+2.22006j
"v2272(6,1)",1.1339672709947866,0.37811-0.86123j,1,0.7219-2.885j,1,1.46976+2.9564j
"v2272(6,1)",1.2436691421011608,0.57832+3.04283j,1,0.7219-2.885j,1,1.04304+2.03123j
"v2507(-4,1)",1.1338817014077234,0.59831+2.58181j,1,0.75548+2.25616j,1,0.9395-1.58943j
"v2303(4,1)",1.0811205655859253,0.70058-2.11981j,1,0.75686+2.61945j,1,0.83985+1.93155j
"v2335(-6,1)",1.1980965557963161,0.64135+2.99573j,1,0.64135+2.99573j,1,0.99767-1.63345j
"v2553(5,1)",1.1405363241679496,0.62771+1.26512j,1,0.62835-2.69157j,1,1.17925-3.07634j
"v2428(-4,1)",1.0865146452575654,0.69004-2.475j,1,0.76111-2.35265j,1,0.83602+1.5911j
"v2302(-4,1)",1.0642958518693226,0.75337-1.99919j,1,0.78115-1.90627j,1,0.83756-0.83193j
"v2157(3,4)",1.17553533638126,0.67832-2.3224j,1,0.68454-2.63487j,1,0.9876+1.72801j
"v2384(-5,1)",1.1139202811522078,0.57305-2.25269j,1,0.57593-1.57387j,1,1.13654+2.48228j
"v2238(-5,2)",1.0658605979627807,0.76087-2.52679j,1,0.76087-2.52679j,1,0.75881+1.6338j
"s916(5,1)",1.2325025521932134,0.7773-2.6551j,1,0.7773-2.6551j,1,0.95644+0.61152j
"v2302(4,1)",1.1441875273793285,0.70691+1.67991j,1,0.72179-2.03706j,1,1.05087-0.35906j
"s899(6,1)",1.5758664255334318,0.61246+2.7451j,1,0.61246+2.7451j,1,1.45289-0.2629j
"v2194(-4,1)",1.1303269593829723,0.62906-2.1417j,1,0.75114+1.93442j,1,0.99702+1.26107j
"v2284(6,1)",1.18337859836877,0.33678-0.79908j,1,0.70051-2.8564j,1,1.62277-0.83202j
"v2420(-4,1)",1.1225584693326351,0.60612+1.8366j,1,0.71162-2.06873j,1,1.04335+2.73303j
"v2218(7,1)",1.1202255816573092,0.33347-0.81303j,1,0.78281+3.08527j,1,1.47993+0.17085j
"v2218(7,1)",1.7192462121911085,0.78281+3.08527j,1,0.78281+3.08527j,1,1.49516+0.74956j
"v2218(7,1)",1.054341369519818,0.54693+1.13432j,1,0.78281+3.08527j,1,1.06954-2.30455j
"v2623(5,1)",1.0680060124571296,0.45102-0.92511j,1,0.79785+3.09866j,1,1.24244+2.54155j
"s904(-4,1)",1.185862589715388,0.46983+2.14226j,1,0.64488+2.3642j,1,1.12454-1.54993j
"s927(4,1)",1.1936395836876874,0.58738+1.99399j,1,0.72786+2.11357j,1,1.10882+1.12691j
"v2194(-1,4)",1.1776770106715988,0.64139-2.03j,1,0.77393+2.08262j,1,1.04184+1.12153j
"v2302(1,4)",1.1270110495703176,0.67514+1.82966j,1,0.78155-2.1103j,1,0.97724-0.39426j
"v2553(-6,1)",1.0938899099190849,0.42977+0.91536j,1,0.73042-2.881j,1,1.33935+0.28953j
"v2553(-6,1)",1.1303752611622677,0.73042-2.881j,1,0.74595+1.1978j,1,1.05475-2.81749j
"v2660(4,1)",1.1048864283138236,0.64338-2.36783j,1,0.75933+2.21716j,1,0.90014+1.1876j
"v2238(-1,3)",1.0839630794509696,0.72893-2.55452j,1,0.72893-2.55452j,1,0.8144+1.69138j
"v2335(7,1)",1.3115091259948535,0.59375+3.055j,1,0.59375+3.055j,1,1.15395-1.80028j
"s902(-1,4)",1.1708639957674862,0.62874+2.11904j,1,0.78392+2.09696j,1,1.01922-2.12126j
"v2238(1,3)",1.1005176044930018,0.71007-2.55399j,1,0.71007-2.55399j,1,0.85454+1.68871j
"v2320(-5,1)",1.2385064364341154,0.47349+2.48515j,1,0.70659-1.99358j,1,1.1666-3.03494j
"v2344(-5,1)",1.1926678096792254,0.54145+1.22351j,1,0.73778-2.82402j,1,1.26878+2.60287j
"v2508(6,1)",1.4657474480542962,0.43885-2.93855j,1,0.73565+3.02031j,1,1.31826-2.46305j
"v2508(6,1)",1.0827913840006247,0.39321-0.94236j,1,0.73565+3.02031j,1,1.32324+2.4886j
