"name","left geod","right geod","ortho"
"s284(,)",0.48679+2.14284*1j,0.48679+2.14284*1j,1.96484+1.46602*1j
"s285(,)",0.4829+2.12773*1j,0.4829+2.12773*1j,1.96075+1.48498*1j
"s286(,)",0.48481-2.14665*1j,0.48481-2.14665*1j,1.96036+1.89665*1j
"s295(,)",0.47703-2.15093*1j,0.47703-2.15093*1j,1.96704+1.90271*1j
"s305(,)",0.48517-2.13818*1j,0.48517-2.13818*1j,1.96424-1.47214*1j
"s307(,)",0.48329+2.14414*1j,0.48329+2.14414*1j,1.96241-1.89445*1j
"s408(,)",0.74128-1.90292*1j,0.77455+2.02764*1j,1.14588+0.00168*1j
"s428(,)",0.69271-2.05219*1j,0.72895-1.9778*1j,0.95856+0.28238*1j
"s444(,)",0.70726-2.12665*1j,0.78826-2.11594*1j,0.90629+0.40373*1j
"s446(,)",0.69269-2.01432*1j,0.70362-2.08979*1j,0.9712+0.32512*1j
"s447(,)",0.71464+2.01995*1j,0.78256+1.9824*1j,0.91773+2.87709*1j
"s456(,)",0.6857-2.08987*1j,0.75485-2.12078*1j,0.94159+0.38703*1j
"s470(,)",0.77263+1.95069*1j,0.77791-1.97045*1j,1.14565+3.14139*1j
"s473(,)",0.69448-2.05579*1j,0.73318-2.10323*1j,0.95129+0.35645*1j
"s483(,)",0.77788-1.93222*1j,0.79168+1.98385*1j,1.14593-3.14115*1j
"s485(,)",0.70572-2.09503*1j,0.76484-2.10784*1j,0.92374+0.38093*1j
"s494(,)",0.71801+2.04773*1j,0.75081+2.0049*1j,0.93142-0.29354*1j
"s501(,)",0.72421-2.03911*1j,0.76528-2.00691*1j,0.92012+0.28898*1j
"s504(,)",0.66137-2.34867*1j,0.72384+1.87923*1j,1.0071-3.06201*1j
"s505(,)",0.62647+2.38411*1j,0.75513-1.84216*1j,1.00716-0.12187*1j
"s510(,)",0.78713+1.94391*1j,0.79386-1.96908*1j,1.14593-0.00019*1j
"s515(,)",0.74342+1.95948*1j,0.75389-2.365*1j,0.94661+0.03446*1j
"s516(,)",0.71355-2.04017*1j,0.72876-2.08461*1j,0.94387+0.3358*1j
"s520(,)",0.76989-2.41464*1j,0.78424+1.97326*1j,0.90862+0.0499*1j
"s524(,)",0.71448+2.05126*1j,0.73672+2.08771*1j,0.93814-0.34375*1j
"s542(,)",0.6126+2.41671*1j,0.71734-1.95701*1j,1.04291-0.07659*1j
"s550(,)",0.70865+2.35501*1j,0.73321-1.9214*1j,0.97653+3.08593*1j
"s564(,)",0.74793+2.39084*1j,0.76496-1.95433*1j,0.93426+3.09026*1j
"s565(,)",0.63286+2.38003*1j,0.75872-1.979*1j,1.00748-0.03772*1j
"s586(,)",0.57505-2.00772*1j,0.58704+1.74286*1j,1.09892+0.96153*1j
"s588(,)",0.68389+2.37138*1j,0.74654-1.89834*1j,0.98067-0.07946*1j
"s589(,)",0.64776-2.40589*1j,0.77812+1.86245*1j,0.98049+0.12191*1j
"s598(,)",0.51756+2.05332*1j,0.63197-1.8244*1j,1.09987-0.93412*1j
"s606(,)",0.69651-2.37415*1j,0.74962+1.90969*1j,0.97191+0.07344*1j
"s607(,)",0.64969+2.41795*1j,0.7902-1.86421*1j,0.97159+3.01371*1j
"s608(,)",0.52583-1.78907*1j,0.61083+2.06871*1j,1.12504-0.96525*1j
"s617(,)",0.64274+2.40867*1j,0.75036-1.94626*1j,1.00377+3.06641*1j
"s620(,)",0.57222+1.84186*1j,0.58221-2.00999*1j,1.1114-2.25776*1j
"s628(,)",0.64849-2.3988*1j,0.76173+1.95193*1j,0.99409-3.07675*1j
"s632(,)",0.62826-2.45067*1j,0.67254-2.03673*1j,1.30292+0.42808*1j
"s634(,)",0.55252+2.09465*1j,0.566-1.84643*1j,1.12526-0.93623*1j
"s651(,)",0.53395+1.80534*1j,0.59635-2.07879*1j,1.12711+0.95793*1j
"s654(,)",0.48803+2.24222*1j,0.6975+1.82572*1j,1.10679+0.68975*1j
"s664(,)",0.58221+2.48691*1j,0.68482+2.07842*1j,1.34189+2.73551*1j
"s670(,)",0.55721-1.8356*1j,0.56392+2.09117*1j,1.12636-0.94197*1j
"s672(,)",0.53999+2.21396*1j,0.63061+1.85008*1j,1.11388+0.67825*1j
"s680(,)",0.61638+2.46311*1j,0.67744+2.04809*1j,1.31486-0.42355*1j
"s681(,)",0.57382-2.27346*1j,0.60312-1.78666*1j,1.12036-0.68463*1j
"s683(,)",0.52206+2.29796*1j,0.65458+1.75835*1j,1.11986-2.45166*1j
"s693(,)",0.59356-2.48205*1j,0.68432-2.06898*1j,1.33498-2.72864*1j
"s706(,)",0.55062-2.22365*1j,0.62153-1.83777*1j,1.11619+2.46195*1j
"s714(,)",0.51675-2.29695*1j,0.6262-1.84965*1j,1.15156-0.62703*1j
"s716(,)",0.52825+2.29919*1j,0.63928+1.85316*1j,1.13421-2.52118*1j
"s752(,)",0.61634+2.37815*1j,0.65482-2.33818*1j,1.34414-3.12743*1j
"s792(,)",0.62627-2.36956*1j,0.64624+2.34885*1j,1.34473+3.13425*1j
"s807(,)",0.55024+2.48268*1j,0.58487+2.44199*1j,1.17858-0.45116*1j
