"name","geod","length","ortho","move"
"v0176(,)",1,0.84478+2.69733*1j,1.41805-0.56658*1j,1.66249245054275
"v0176(,)",2,0.88732-2.67827*1j,1.38502+0.52669*1j,1.65792544005527
"v0177(,)",2,0.88026-2.66467*1j,1.39829+0.51689*1j,1.66355825068763
"v0177(,)",1,0.83937+2.68367*1j,1.4303-0.55511*1j,1.66858642427227
"v0177(,)",0,0.04831-2.72783*1j,4.22653-0.8254*1j,1.57322944879568
"v0178(,)",2,0.88479-2.68021*1j,1.38652+0.52979*1j,1.65783063438956
"v0178(,)",1,0.84779+2.69676*1j,1.41523-0.5645*1j,1.66177010384529
"v0178(,)",0,0.04503+2.44588*1j,4.29682-2.21288*1j,1.56035838669515
"v0179(,)",2,0.88038+2.66772*1j,1.39675-0.51979*1j,1.66262318159142
"v0179(,)",1,0.84153-2.68565*1j,1.42712+0.55612*1j,1.66729063391722
"v0179(,)",0,0.04461+1.83131*1j,4.30616+0.72011*1j,1.5709123908054
"v0180(,)",2,0.85854-2.65972*1j,1.4219+0.52193*1j,1.67016805762538
"v0180(,)",1,0.8491+2.66425*1j,1.42934-0.53073*1j,1.67146082173579
"v0180(,)",0,0.04356-2.7979*1j,4.32985-1.84548*1j,1.58340016041447
"v0181(,)",0,0.04173+1.40661*1j,4.37275+1.60246*1j,1.58135165249639
