"name","geod","length","ortho","move"
"m001.or(,)",9,1.96864-2.53545*1j,0.71271+0.88608*1j,2.1241481026421
"m001.or(,)",4,1.52857+1.99787*1j,0.88137-1.5708*1j,1.76274419081125
"m001.or(,)",1,0.88137+1.5708*1j,1.52857-1.14372*1j,1.52856866463236
"m001.or(,)",0,0.88137-1.5708*1j,1.52857+1.14372*1j,1.52856866463236
"m001.or(,)",3,1.52857+1.14372*1j,0.88137-1.5708*1j,1.7000400904722
"m001.or(,)",6,1.76275,0.88137-1.5708*1j,1.89892481437969
"m001.or(,)",8,1.96864-2.53545*1j,0.71271+0.88608*1j,2.1241481026421
"m001.or(,)",5,1.52857-1.99787*1j,0.88137+1.5708*1j,1.76274419081125
"m001.or(,)",2,1.52857-1.14372*1j,0.88137+1.5708*1j,1.7000400904722
"m001.or(,)",7,1.96864+2.53545*1j,0.71271-0.88608*1j,2.1241481026421
"m002.or(,) (,)",1,0.86255-2.68067*1j,1.40816+0.54098*1j,1.66288176220823
"m002.or(,) (,)",4,1.66289+2.39212*1j,0.98249+0.85435*1j,1.96498241215271
"m002.or(,) (,)",2,1.66289-2.39212*1j,0.98249-0.85435*1j,1.96498241215271
"m002.or(,) (,)",5,1.66289+2.39212*1j,0.98249+0.85435*1j,1.96498241215271
"m002.or(,) (,)",3,1.66289-2.39212*1j,0.98249-0.85435*1j,1.96498241215271
"m002.or(,) (,)",0,0.86255+2.68067*1j,1.40816-0.54098*1j,1.66288176220823
"m003(,)",3,0.86255-2.68067*1j,1.09335-1.65698*1j,1.4002571366278
"m003(,)",0,0.86255+2.68067*1j,1.09335+1.65698*1j,1.4002571366278
"m003(,)",5,1.08707-1.72277*1j,0.85336-2.55359*1j,1.31695833576512
"m003(,)",2,0.86255-2.68067*1j,1.09335-1.65698*1j,1.4002571366278
"m003(,)",1,0.86255+2.68067*1j,1.09335+1.65698*1j,1.4002571366278
"m003(,)",4,1.08707+1.72277*1j,0.85336+2.55359*1j,1.31695833576512
"m004(,)",1,1.08707+1.72277*1j,0.85336-0.588*1j,1.31695833576512
"m004(,)",4,1.66289+2.39212*1j,0.54931-0.5236*1j,1.76275244585154
"m004(,)",3,1.66289-2.39212*1j,0.54931+0.5236*1j,1.76275244585154
"m004(,)",6,1.72511-0.92184*1j,0.42365+0.85707*1j,1.7627481249183
"m004(,)",0,1.08707-1.72277*1j,0.85336+0.588*1j,1.31695833576512
"m004(,)",5,1.66289+2.39212*1j,0.54931-0.5236*1j,1.76275244585154
"m004(,)",2,1.66289-2.39212*1j,0.54931+0.5236*1j,1.76275244585154
"m004(,)",7,1.72511+0.92184*1j,0.42365-0.85707*1j,1.7627481249183
"m005.or(,)",8,1.89702+1.52284*1j,0.78717-1.46148*1j,2.05199643922954
"m005.or(,)",7,1.89702-1.52284*1j,0.78717+1.46148*1j,2.05199643922954
"m005.or(,)",2,1.73843+2.08689*1j,0.75126-1.4424*1j,1.90636688775738
"m005.or(,)",5,1.73843+2.08689*1j,0.75126-1.4424*1j,1.90636688775738
"m005.or(,)",0,0.67067-1.39205*1j,1.84121+2.16241*1j,1.52722279562794
"m005.or(,)",3,1.73843-2.08689*1j,0.75126+1.4424*1j,1.90636688775738
"m005.or(,)",6,1.89702-1.52284*1j,0.78717+1.46148*1j,2.05199643922954
"m005.or(,)",4,1.73843-2.08689*1j,0.75126+1.4424*1j,1.90636688775738
"m005.or(,)",1,0.67067+1.39205*1j,1.84121-2.16241*1j,1.52722279562794
"m005.or(,)",9,1.89702+1.52284*1j,0.78717-1.46148*1j,2.05199643922954
"m006(,)",4,1.36532-2.95884*1j,1.04213-0.62927*1j,1.7619470963161
"m006(,)",1,0.75757+2.06175*1j,1.40451+2.56973*1j,1.48870516663647
"m006(,)",0,0.6545+3.04404*1j,1.33092+1.95424*1j,1.5024158277687
"m006(,)",3,1.36532-2.95884*1j,1.04213-0.62927*1j,1.7619470963161
"m006(,)",6,1.41955+2.51915*1j,0.71867+2.09729*1j,1.60651766361895
"m006(,)",5,1.41955+2.51915*1j,0.71867+2.09729*1j,1.60651766361895
"m006(,)",2,0.75757+2.06175*1j,1.40451+2.56973*1j,1.48870516663647
"m006(,)",7,1.92125+2.54808*1j,0.39549+1.72404*1j,1.97111086186694
"m007(,)",9,1.96405+2.38535*1j,0.61109+1.20927*1j,2.07734044228466
"m007(,)",1,0.96062+1.86755*1j,1.17029+1.85152*1j,1.41734268150186
"m007(,)",4,1.36532+2.95884*1j,0.90957-0.44526*1j,1.6761406783609
"m007(,)",0,0.6545-3.04404*1j,1.33092+1.18735*1j,1.5024158277687
"m007(,)",3,1.36532+2.95884*1j,0.90957-0.44526*1j,1.6761406783609
"m007(,)",6,1.92125-2.54808*1j,0.64804-0.58604*1j,2.05234162760203
"m007(,)",8,1.96405+2.38535*1j,0.61109+1.20927*1j,2.07734044228466
"m007(,)",2,0.96062+1.86755*1j,1.17029+1.85152*1j,1.41734268150186
"m007(,)",7,1.92125-2.54808*1j,0.64804-0.58604*1j,2.05234162760203
"m007(,)",5,1.51514+2.15969*1j,0.75929+1.51277*1j,1.70043575415666
"m008.or(,)",4,1.91233+1.15414*1j,0.87143-0.87507*1j,2.08277077625643
"m008.or(,)",1,0.60022+2.90066*1j,1.90115+0.44661*1j,1.73820743734447
"m008.or(,)",5,1.91233+1.15414*1j,0.87143-0.87507*1j,2.08277077625643
